작업 ID,대상 화면,부서,핵심 카테고리,현재 문제점,구체적 개선안,예상 기대효과,작업 상태,관련 코드 파일
SCR-08-25,전투 결과 & 보상 (BattleResultView),개발,성능,"전투 종료 직후 결과 화면 전환 시 정산 계산, 경험치/골드 카운팅 애니메이션, 드롭 아이템 렌더링이 메인 스레드에 집중되어 85ms 이상 프레임 드랍(프리징) 및 연출 시작 지연 발생.","정산 연산 및 보상 환산 로직을 백그라운드 Web Worker로 분리하고, 경험치/재화 카운팅 애니메이션을 CSS 하드웨어 가속 트랜스폼 및 경량 Lottie 캔버스로 처리하여 결과 진입 시 60fps 무감속 전환 보장.","결과 화면 진입 지연 시간 80% 단축(450ms -> 90ms), 프레임 드랍 제로화(60fps 완전 유지) 및 모바일 발열/배터리 소모 18% 감소.",작업대기,"src/views/BattleResultView.tsx, src/workers/BattleSettlementWorker.ts, src/components/RewardCountingAnimation.tsx"
SCR-08-26,전투 결과 & 보상 (BattleResultView),디자인,사용성,"100dvh 모바일 화면에서 MVP 카드, 획득 보상, 경험치 게이지가 세로로 길게 나열되어 한눈에 보기 어렵고, '다시하기' 버튼이 하단 스크롤 영역에 묻혀 반복 파밍 시 조작 동선 낭비 심각.",100dvh 최적화 콤팩트 카드형 레이아웃 재설계: 상단 핵심 보상/MVP 하이라이트 요약 뷰 및 하단 Thumb Zone에 고정된 '원탭 재도전 / 다음 스테이지 / 로비' 3버튼 플로팅 독(52px) 구축 및 스킵 제스처 통합.,"스테이지 재진입 조작 소요 시간 65% 단축(6.5초 -> 2.2초), 결과 화면 스크롤 조작 100% 제거 및 반복 플레이 편의성 극대화.",작업대기,"src/views/BattleResultView.tsx, src/components/CompactRewardSummaryCard.tsx, src/components/QuickRetryFloatingDock.tsx"
SCR-08-27,전투 결과 & 보상 (BattleResultView),기획,재미도파민,"승리 시 보상이 고정적이라 도파민 자극이 쉽게 식고, 패배 시에는 단순 패배 문구만 표시되어 박탈감 및 게임 이탈(Chun) 위험 높음.","승리 시 최대 3배 보상 부스팅 찬스를 제공하는 '행운의 미스터리 럭키 룰렛' 연출 및 연승 버프 연동, 패배 시 패배 원인 분석 덱 케어 가이드와 '원기회복 리벤지 부스터 팩(1,100원 타임딜)' 제안 시스템 구축.","승리 후 도파민 반응 및 세션 유지 시간 30% 증가, 패배 후 이탈율 35% 감소, 리벤지 부스터 팩 타임딜 결제 전환율 8.2% 달성.",작업대기,"src/views/BattleResultView.tsx, src/components/VictoryLuckyRoulette.tsx, src/components/DefeatCareRevengePack.tsx"
SCR-09-25,길드 & 레이드 (GuildRaidView),개발,성능,"대규모 길드 보스 레이드 시 실시간 보스 체력/딜량 동기화 및 길드원 스킬/채팅 스트림 동시 유입으로 WebSocket 큐 적체와 Canvas 리렌더링 병목(80ms 프리징, 30fps 급락) 발생.","보스 체력/순위표 업데이트를 100ms 간격 배치 버퍼링(Time-throttled Batching)하여 WebGL 단일 유니폼 버퍼에 반영하고, 길드원 응원/스킬 메시지를 오프스크린 캔버스 텍스처로 파이프라인화하여 메인 스레드 부하 분산.","레이드 전투 중 메인 스레드 스크립트 실행 시간 70% 단축(65ms -> 18ms), 동시 30인 이상 레이드에서도 60fps 유지율 98% 달성.",작업대기,"src/views/GuildRaidView.tsx, src/services/RaidSyncSocketManager.ts, src/engine/RaidBossCanvasRenderer.ts"
SCR-09-26,길드 & 레이드 (GuildRaidView),디자인,사용성,"모바일 100dvh 세로 화면에서 보스 그래픽, 누적 데미지 랭킹, 길드 채팅, 덱 슬롯이 난잡하게 배치되어 보스 기믹 패턴 확인 및 파티 변경 시 손가락 동선이 과도하게 꼬임.","100dvh 공간 3단 모듈형 재설계: 상단 '보스 기믹 HUD(44px)', 중단 '다이내믹 보스 캔버스', 하단 Thumb Zone에 슬라이드형 '원터치 속성 덱 스위처 & 퀵 버프 패널(52px)'을 배치하고 채팅창은 플로팅 버블 토글로 분리.","보스 패턴 대응 덱 교체 소요 시간 50% 단축(7초 -> 3.5초), 모바일 100dvh 내 핵심 시각 정보 집중도 40% 향상 및 한 손 조작성 극대화.",작업대기,"src/views/GuildRaidView.tsx, src/components/RaidBossGimmickHUD.tsx, src/components/RaidQuickDeckSwitcher.tsx"
SCR-09-27,길드 & 레이드 (GuildRaidView),기획,재미도파민,"단순 개인 누적 딜량 합산 방식에 그쳐 길드원 간 긴밀한 공략 협력감이 부족하고, 비참여 길드원 독려 장치나 토벌 순간의 폭발적 도파민 요소 결여.","보스 그로기 타임 동안 동시 협공으로 콤보 배율을 5배까지 증폭하는 '길드 합체 총공격(All-Out Raid Chain)' 피버 시스템 도입, 토벌 시 전원 공유 '길드 승리 전리품 상자' 및 토벌 기념 '기여도 더블 부스터 팩(3,300원)' 기간 한정 연동.","피크 타임 길드원 동시 참여율 65% 증가, 협력 공략 만족도 향상, 토벌 직후 연동 부스터 패키지 결제 전환율 8.5% 달성.",작업대기,"src/views/GuildRaidView.tsx, src/components/AllOutRaidChainOverlay.tsx, src/services/GuildRaidRewardService.ts"
SCR-10-25,퀘스트 & 패스 (QuestPassView),개발,성능,수십 개 퀘스트 항목과 50단계 배틀패스 트랙(무료/프리미엄 2열) 렌더링 시 보상 아이콘 DOM 엘리먼트 과다 생성(500개 이상)으로 탭 전환 시 65ms 이상 지연 및 스크롤 시 40fps 이하 프레임 드랍 발생.,퀘스트 리스트 및 패스 트랙에 양방향 가상화 윈도잉(Bidirectional Virtual Windowing) 적용 및 보상 상태 머신을 비트마스크(Bitmask) 연산으로 경량화하여 O(1) 상태 조회 처리.,"DOM 엘리먼트 80% 감소(500개 -> 45개), 탭 전환 지연 시간 70% 단축(120ms -> 35ms) 및 60fps 부드러운 스크롤 완전 방어.",작업대기,"src/views/QuestPassView.tsx, src/components/PassTrackVirtualList.tsx, src/services/QuestStateBitmaskManager.ts"
SCR-10-26,퀘스트 & 패스 (QuestPassView),디자인,사용성,"100dvh 세로 화면에서 퀘스트 달성 완료 시 개별 항목마다 '보상 받기' 버튼을 일일이 눌러야 하고, 현재 내 패스 레벨 보상을 찾으려면 긴 트랙을 끝없이 스크롤해야 해 모바일 동선 낭비 심각.",하단 Thumb Zone에 '원탭 전체 수령(Claim All) 펄스 플로팅 독(52px)' 배치 및 패스 트랙 상단에 '현재 내 레벨 즉시 점프' 앵커 버튼과 레벨업 게이지 HUD 반응형 통합.,"일일 보상 수령 터치 횟수 85% 감소(15회 -> 1회), 패스 보상 확인 조작 시간 60% 단축(8초 -> 3.2초) 및 한 손 조작 만족도 92점 달성.",작업대기,"src/views/QuestPassView.tsx, src/components/QuestClaimAllFloatingDock.tsx, src/components/PassLevelJumpAnchor.tsx"
SCR-10-27,퀘스트 & 패스 (QuestPassView),기획,과금전환,"무료 트랙 유저에게 프리미엄 트랙 보상이 자물쇠 아이콘으로만 단순 차단되어 있어 구매 욕구 자극이 약하고, 시즌 종료 임박 시 미달성 유저를 위한 레벨 부스팅 장치 부재.",프리미엄 트랙 미구매 유저가 패스 레벨업 시 '지금 잠금 해제 시 즉시 획득 가능한 누적 프리미엄 보상 총액(다이아 환산 가치)' 실시간 카운팅 팝업 노출 및 시즌 패스 전용 '반값 프리미엄 얼리버드/라스트 스퍼트 패스권' 연동.,"프리미엄 배틀패스 구매 전환율 24% 상승, 누적 보상 시각화를 통한 구매 유혹 극대화 및 시즌 마감 전 패스권 결제 매출 35% 증대.",작업대기,"src/views/QuestPassView.tsx, src/components/PremiumAccumulatedValuePopup.tsx, src/services/BattlePassPromotionService.ts"
SCR-11-25,소셜 & 랭킹 / 프로필 (SocialRankingView),개발,성능,"상위 100인 랭커 및 친구 목록 스크롤 시 아바타, 칭호 뱃지, 대표 카드 일러스트 리소스의 개별 HTTP 동기 로딩으로 네트워크 워터폴 병목 및 스크롤 시 35fps 이하 프레임 드랍 발생.","아바타/대표 카드 썸네일에 가상화 윈도잉(Virtual Windowing)과 지연 로딩(Lazy Loading + IntersectionObserver)을 적용하고, 칭호/뱃지 그래픽을 단일 WebP 스프라이트 시트로 번들링하여 O(1) 렌더링 파이프라인 구축.","이미지 네트워크 요청 수 85% 감소(120건 -> 18건), 랭킹 스크롤 시 60fps 완전 유지 및 초기 목록 로딩 레이턴시 70% 단축(620ms -> 180ms).",작업대기,"src/views/SocialRankingView.tsx, src/components/RankingVirtualList.tsx, src/services/AvatarSpriteCacheManager.ts"
SCR-11-26,소셜 & 랭킹 / 프로필 (SocialRankingView),디자인,사용성,"100dvh 세로 화면에서 랭커 프로필 클릭 시 전체 화면 모달로 랭킹 탐색 흐름이 단절되고, '친선 대전 / 덱 엿보기 / 친구 추가' 액션 버튼이 상단에 치우쳐 한 손 조작 불편.",스와이프 가능한 100dvh 최적화 하단 하프 바텀시트(Half BottomSheet) 프로필 뷰 도입: 랭커 에이스 카드 3D 틸트 프리뷰와 함께 하단 Thumb Zone에 48px '원터치 친선전 신청 / 덱 카피 / 친구 추가' 액션 독 배치.,"프로필 열람 및 닫기 조작 시간 50% 단축(4.2초 -> 2.1초), 모바일 한 손 터치 편의성 및 랭킹 탐색 연속성 대폭 향상.",작업대기,"src/views/SocialRankingView.tsx, src/components/UserProfileBottomSheet.tsx, src/components/RankerActionDock.tsx"
SCR-11-27,소셜 & 랭킹 / 프로필 (SocialRankingView),기획,재미도파민,"상위 랭킹 고착화로 중위권 유저의 랭킹 메뉴 관심도가 낮아지고 동기부여가 부족하며, 친구 간 단순 우정 포인트 교환 외에 실질적인 소셜 도파민 및 유료 경쟁 연동 요소 결여.","중위권 유저 대상 '주간 라이벌 매칭(Rival Clash)' 시스템 도입: 점수가 유사한 3명을 주간 라이벌로 지정하여 추격 승리 시 명예 포인트 및 연승 칭호 보상 지급, 라이벌 격파 성공 시 전용 '라이벌 격파 패키지(2,200원)' 기간 한정 연동.","중위권 유저의 랭킹/소셜 메뉴 일일 방문율 45% 증가, 친선/라이벌 대전 참여율 60% 상승 및 라이벌 격파 패키지 결제 전환율 7.6% 달성.",작업대기,"src/views/SocialRankingView.tsx, src/components/RivalClashWidget.tsx, src/services/RivalClashService.ts"
SCR-12-25,설정 & 리워드 센터 (SettingRewardCenterView),개발,성능,설정 화면에서 그래픽/사운드 볼륨 슬라이더 조작 시 동기 스토리지 쓰기 및 오디오 버퍼 재초기화로 인해 55ms 이상 UI 프리징 및 오디오 지직거림(글리치) 발생.,"슬라이더 이벤트 150ms 디바운싱 및 Web Audio API 선형 볼륨 램핑(linearRampToValueAtTime) 적용, 스토리지 저장을 비동기 IndexedDB 배치 트랜잭션으로 격리.","슬라이더 조작 시 60fps 완전 유지(프레임 드랍 제로), 오디오 볼륨 변경 글리치 100% 제거 및 스토리지 I/O 블로킹 원천 해소.",작업대기,"src/views/SettingRewardCenterView.tsx, src/services/AudioMixerService.ts, src/services/SettingsStorageManager.ts"
SCR-12-26,설정 & 리워드 센터 (SettingRewardCenterView),디자인,사용성,"100dvh 세로 화면에서 쿠폰 입력, 출석 캘린더, 계정 연동, 알림 설정이 하나의 긴 스크롤에 무질서하게 나열되어 쿠폰 등록 및 일일 보상 수령 시 동선 낭비 심각.",상단 세그먼트 탭('리워드 센터 / 게임 설정 / 계정') 분리 및 리워드 센터 탭에 '1-Tap 쿠폰 붙여넣기 위젯(52px)'과 출석 도장 캘린더를 하단 Thumb Zone에 최적화 배치.,"쿠폰 등록 및 일일 리워드 수령 소요 시간 60% 단축(9.5초 -> 3.8초), 모바일 100dvh 내 탭 탐색 직관성 및 터치 접근성 대폭 개선.",작업대기,"src/views/SettingRewardCenterView.tsx, src/components/RewardCouponInputWidget.tsx, src/components/AttendanceCalendarCard.tsx"
SCR-12-27,설정 & 리워드 센터 (SettingRewardCenterView),기획,과금전환,"게스트 유저의 소셜 계정 연동 유도 장치가 단순 텍스트에 그쳐 계정 유실 위험이 높고, 리워드 센터 내 복귀/신규 유저 연동 번들 부재로 결제 기회 손실.","소셜 계정 연동 즉시 최고 등급 소환권 10장과 한정판 프로필 테두리를 증정하는 '보안 강화 안심 연동 페스타' 도입 및 '첫 연동 기념 스타터 스페셜 번들(1,100원 타임딜)' 연동.","게스트 유저의 정식 계정 연동 전환율 45% 상승(계정 유실 문의 70% 감소), 첫 연동 기념 번들 결제 전환율 12.5% 달성.",작업대기,"src/views/SettingRewardCenterView.tsx, src/components/AccountLinkFestaModal.tsx, src/services/AccountLinkRewardService.ts"
SCR-01-28,홈 화면 (HomeView),개발,성능,"홈 화면 진입 시 대표 캐릭터 Spine 애니메이션, WebGL 배경 파티클, 상단 배너 캐러셀이 동시 초기화되면서 메인 스레드 TBT가 180ms 이상 치솟고 초기 인터랙션 지연(INP > 250ms) 발생.","렌더링 파이프라인 단계적 스케줄링(Staggered Hydration): 1단계 핵심 UI 뼈대 즉시 노출, 2단계 Spine 텍스처 오프스크린 워커 비동기 디코딩 및 바인딩, 3단계 배경 파티클 requestIdleCallback 지연 초기화.","홈 진입 시 TBT 75% 감소(180ms -> 45ms), INP 50ms 이내 방어 및 로딩 직후 첫 터치 반응성 60fps 완전 유지.",작업대기,"src/views/HomeView.tsx, src/engine/SpineLoaderService.ts, src/engine/WeatherParticleEngine.ts"
SCR-01-29,홈 화면 (HomeView),디자인,사용성,"100dvh 세로 화면에서 상단에 보상/이벤트/공지 UI가 과밀 배치되어 터치가 불편하고, 핵심 동선인 '스테이지 출격' 버튼이 하단 탭 바와 겹쳐 오작동(Mis-click) 발생.","모바일 100dvh Thumb Zone 중심 인체공학적 레이아웃 개편: 상단 시스템 바를 슬림 글래스모피즘(36px)으로 축소하고, 우측 하단 엄지 반경에 '자석형 펄스 배틀 런처(64px 대형 터치 타깃)' 구축 및 좌우 스와이프 퀵 드로어 도입.","메인 플레이 진입 오작동률 90% 감소(12% -> 1.2%), 스테이지 출격 소요 시간 50% 단축(3.2초 -> 1.6초) 및 한 손 조작 만족도 95점 달성.",작업대기,"src/views/HomeView.tsx, src/components/PulseBattleLauncher.tsx, src/components/QuickActionDrawer.tsx"
SCR-01-30,홈 화면 (HomeView),기획,사용자유치,"신규 유저가 튜토리얼 직후 홈 도달 시 가이드 부재로 D1 세션 이탈률이 32%에 달하며, 신규 유저 첫 결제 패키지 노출 타이밍이 어색함.","신규/복귀 유저 전용 '7일 연속 로드맵: 히어로 탄생 가이드' 상시 프로그레스 바를 홈 하단에 배치하고, 1일차 챕터 1 클리어 시 SSR 확정권을 증정하는 '웰컴 파이터 스타터 팩(990원 타임딜)' 조건부 잠금 해제 시스템 구축.","신규 유저 D1 리텐션 38% 향상(52% -> 72%), 첫 30분 플레이 완주율 45% 증가 및 웰컴 스타터 팩 첫 결제 전환율 15.2% 달성.",작업대기,"src/views/HomeView.tsx, src/components/HeroGrowthRoadmapTrack.tsx, src/services/WelcomeStarterOfferService.ts"
SCR-02-28,스토리/스테이지 맵 (StoryMapView),개발,성능,대형 월드맵 캔버스 스크롤 및 핀치 줌 시 수십 개 스테이지 노드/경로 연결선이 매 프레임 전체 재계산되어 35fps 이하 프레임 드랍 및 제스처 버벅임 발생.,"월드맵 계층형 타일 맵 청킹(Hierarchical Tile Map Chunking) 및 절두체 컬링(Frustum Culling) 적용, 고정 배경을 단일 비트맵 캐시 텍스처로 단일 패스 블릿(Blit) 처리.","월드맵 패닝 및 핀치 줌 시 60fps 완전 유지(프레임 드랍 제로), 드로우 콜 75% 감소(140 -> 35) 및 GPU 메모리 점유율 40% 절감.",작업대기,"src/views/StoryMapView.tsx, src/engine/WorldMapChunkRenderer.ts, src/engine/MapFrustumCuller.ts"
SCR-02-29,스토리/스테이지 맵 (StoryMapView),디자인,사용성,"100dvh 세로 화면에서 다음 도전 스테이지가 화면 밖에 위치할 때 직접 찾아야 하며, 스테이지 상세 모달이 전체 화면을 가려 챕터 탐색 동선이 번거로움.","맵 진입 시 '현재 진행 스테이지 자동 부드러운 포커싱(Smooth Auto-Focus)' 지원, 하단 Thumb Zone에 '현재/다음 스테이지 즉시 출격 퀵 점프 플로팅 HUD(48px)' 및 챕터 미니맵 아코디언 구축.","다음 스테이지 탐색 소요 시간 70% 단축(5.8초 -> 1.7초), 불필요한 맵 패닝 조작 80% 감소 및 모바일 한 손 조작 만족도 대폭 개선.",작업대기,"src/views/StoryMapView.tsx, src/components/StageQuickJumpHUD.tsx, src/components/ChapterMiniMapAccordion.tsx"
SCR-02-30,스토리/스테이지 맵 (StoryMapView),기획,재미도파민,"단순 일직선 클리어 구조로 반복 탐색의 재미가 부족하고, 챕터 3별 클리어 후 재방문 동기 및 도파민 보상 자극이 평이함.","스테이지 클리어 시 일정 확률로 2시간 동안 숨겨진 '차원 균열 히든 보물 던전'이 출현하는 인터랙티브 탐험 이벤트 도입 및 챕터 3별 완벽 클리어 시 전용 '챕터 정복 기념 SSR 룬 돌파 팩(2,200원 타임딜)' 기간 한정 연동.","월드맵 재방문 및 탐색 세션 40% 증가, 히든 던전 발견 시 탐험 도파민 극대화 및 챕터 정복 패키지 결제 전환율 9.4% 달성.",작업대기,"src/views/StoryMapView.tsx, src/components/DimensionalRiftEventNode.tsx, src/services/ChapterConquestOfferService.ts"
SCR-03-28,마이덱 & 카드 관리 (MyDeckView),개발,성능,300장 이상 카드 인벤토리에서 드래그 앤 드롭으로 덱 슬롯에 장착할 때 터치 추적 및 시너지 계산이 메인 스레드에서 동기 실행되어 30fps 이하 프레임 드랍과 터치 렉(>80ms) 발생.,"드래그 중인 카드를 CSS transform: translate3d 하드웨어 가속 레이어로 격리하고, 덱 시너지/전투력 계산을 백그라운드 Web Worker로 오프로딩하여 메인 스레드 부하 제거.","카드 드래그 앤 드롭 덱 편성 시 60fps 완전 유지, 입력 지연 시간 75% 단축(80ms -> 18ms) 및 터치 조작감 대폭 개선.",작업대기,"src/views/MyDeckView.tsx, src/components/CardInventoryGrid.tsx, src/workers/DeckSynergyCalculatorWorker.ts"
SCR-03-29,마이덱 & 카드 관리 (MyDeckView),디자인,사용성,100dvh 세로 화면에서 덱 슬롯과 인벤토리가 좁은 화면을 양분하여 스펙 확인 시 팝업을 계속 열고 닫아야 해 덱 편집 흐름이 지속적으로 단절됨.,스와이프 제스처 기반 덱 슬롯 고정 2단 접이식 바텀시트 구축: 롱프레스 시 즉시 뜨는 '스마트 스펙 돋보기 팝오버(Touch-and-Hold Preview)' 및 원터치 일괄 자동 편성 퀵 버튼(48px) 통합.,"카드 세부 스펙 확인 시간 65% 단축(3.8초 -> 1.3초), 모바일 100dvh 공간 활용도 45% 개선 및 덱 세팅 피로도 완화.",작업대기,"src/views/MyDeckView.tsx, src/components/DeckFoldableBottomSheet.tsx, src/components/CardSpecMagnifierPopover.tsx"
SCR-03-30,마이덱 & 카드 관리 (MyDeckView),기획,재미도파민,"카드 한계 돌파 및 강화 시 단순 수치 상승에 그쳐 육성의 시각적 성취감과 도파민이 부족하며, 성장 재화 고갈 시 즉각적인 회복/육성 패키지 제안 부재.","카드 최대 성급(초월) 달성 시 전용 '홀로그램 라이브 카드 프레임 & 각성 이펙트' 해금 연출 도입, 성장 재화 부족 시 부족분만 충전해주는 '맞춤형 초월 돌파 다이렉트 팩(1,500원 타임딜)' 스마트 제안 시스템 연동.","고등급 카드 육성 몰입도 및 도파민 반응 극대화, 재화 고갈 시점 결제 전환율 22% 증가 및 카드 초월 완주율 35% 향상.",작업대기,"src/views/MyDeckView.tsx, src/components/CardTranscendenceHoloEffect.tsx, src/services/CustomBreakthroughOfferService.ts"
SCR-04-28,상점 & 가챠 (ShopView),개발,성능,픽업 배너 3D 카드 모델 및 소환 연출 시 WebGL 텍스처/파티클 메모리 해제가 지연되어 탭 반복 이동 시 브라우저 메모리 250MB 이상 누적 및 소환 시 50ms 이상 프레임 드랍 발생.,WebGL 텍스처/셰이더 자동 가비지 컬렉션(Texture Disposal Hook) 적용 및 소환 파티클 풀(GachaParticlePool) 정적 사전 할당을 통해 런타임 메모리 할당 오버헤드 원천 제거.,"상점 탭 내 메모리 누수 100% 차단(메모리 점유율 65% 절감), 가챠 연출 개시 시 60fps 완전 유지(프레임 드랍 제로) 및 저사양 기기 크래시 방지.",작업대기,"src/views/ShopView.tsx, src/engine/GachaParticlePool.ts, src/engine/WebGLResourceManager.ts"
SCR-04-29,상점 & 가챠 (ShopView),디자인,사용성,"100dvh 세로 화면에서 픽업/일반/재화 상점 탭 전환이 번거롭고, 소환 확률표 확인 버튼이 미세한 아이콘으로 숨겨져 있어 가독성/접근성 저하.","100dvh 최적화 '원터치 카테고리 앵커 탭 바(44px)' 구축, 확률표 원클릭 모달(시인성 높은 투명 표기) 및 하단 Thumb Zone에 '1회/10회 연속 소환 듀얼 햅틱 버튼(56px)' 배치.","소환 탭 전환 조작 시간 50% 단축(4.5초 -> 2.2초), 확률 정보 접근성 100% 개선(법적 고지 투명성 강화) 및 한 손 조작 만족도 93점 달성.",작업대기,"src/views/ShopView.tsx, src/components/GachaDualHapticButtons.tsx, src/components/GachaProbabilityModal.tsx"
SCR-04-30,상점 & 가챠 (ShopView),기획,과금전환,천장 도달 전 연속 저등급 소환 시 유저의 피로도와 실망감이 누적되어 과금 중단 및 세션 이탈 발생.,"30연차 이상 SSR 미등장 시 발동하는 '행운의 룬 에너지' 충전 게이지 시스템 도입(SR 2장 확정 및 마일리지 1.5배 적립), 픽업 종료 24시간 전 '천장 직행 라스트 찬스 패키지(3,300원 타임딜)' 스마트 연동.","소환 실패 구간 유저 이탈률 40% 감소, 연속 소환 진행률 35% 증가 및 픽업 마감 직전 라스트 찬스 패키지 결제 전환율 11.2% 달성.",작업대기,"src/views/ShopView.tsx, src/components/LuckyRuneChargeMeter.tsx, src/services/GachaPityPromotionService.ts"
SCR-05-28,카드 마켓플레이스 (CardMarketplaceView),개발,성능,마켓 내 대량 매물 검색 시 클라이언트 캐싱 부재로 매번 백엔드 풀 쿼리를 호출하여 검색 지연(>500ms) 및 결과 렌더링 시 80ms 이상 UI 프리징 발생.,"Web Worker 기반 클라이언트 로컬 인덱스 검색 엔진(FlexSearch/WASM) 도입으로 마켓 메타데이터를 클라이언트 메모리에 프리캐싱하고, 100ms 디바운싱 기반 Instant Fuzzy Search 파이프라인 구축.","마켓 매물 검색 응답 시간 90% 단축(500ms -> 35ms), 키워드 입력 즉시 60fps 렌더링 유지 및 백엔드 API 부하 70% 경감.",작업대기,"src/views/CardMarketplaceView.tsx, src/workers/MarketplaceSearchWorker.ts, src/services/LocalMarketIndexManager.ts"
SCR-05-29,카드 마켓플레이스 (CardMarketplaceView),디자인,사용성,100dvh 모바일 화면에서 매물 카드 구매 시 시세 확인부터 최종 확인까지 3단계 연속 팝업으로 구매 전환 동선이 극도로 길고 결제 이탈 발생.,모바일 100dvh 하단 고정형 '1-Step 슬라이드 구매 독(Slide-to-Buy Dock)' UX 도입: 최근 7일 평균 시세 대비 현재가를 콤팩트 표시하고 엄지 슬라이드 한 번으로 체결되는 햅틱 인터랙션 구현.,"매물 구매 완료 소요 시간 70% 단축(12초 -> 3.5초), 구매 단계별 이탈률 60% 감소 및 직관적 결제 경험 제공.",작업대기,"src/views/CardMarketplaceView.tsx, src/components/SlideToBuyDock.tsx, src/components/CompactPriceHistoryChart.tsx"
SCR-05-30,카드 마켓플레이스 (CardMarketplaceView),기획,과금전환,"원하는 카드의 매물이 없을 때 단순 품절로 방치되어 거래 기회가 증발하며, 트레이딩 유저의 지속적 방문 및 재화 회전 동기 부족.","희망 매수가를 등록하면 조건 부합 매물 등록 시 자동 체결되는 '스마트 매수 예약(Buy Order Limit)' 시스템 도입 및 체결 알림 푸시, 매수 예약 슬롯 확장을 위한 '트레이더 VIP 라이선스(월간 3,300원 패스)' 연동.","마켓 일일 거래 체결률 40% 증가, 미등록 희망 매물 유동성 공급 극대화 및 트레이더 라이선스 구독 결제 전환율 8.7% 달성.",작업대기,"src/views/CardMarketplaceView.tsx, src/components/BuyOrderLimitWidget.tsx, src/services/TraderLicenseSubscriptionService.ts"
SCR-06-28,PVP 대전 룸 & 매칭 (BattleRoomView),개발,성능,대전 룸 내 실시간 핑 측정 및 하트비트 수신 시 리액티브 상태 업데이트로 인한 전체 뷰 리렌더링 및 GC 스파이크로 45ms 이상 프레임 드랍 발생.,"WebSocket 하트비트를 경량 바이너리 프로토콜(ArrayBuffer 4바이트)로 전환하고, 핑 인디케이터/준비 상태를 React VDOM 트리에서 분리하여 직접 DOM 노드만 패치하는 Uncontrolled Micro-update 패턴 적용.","대기 중 메인 스레드 CPU 점유율 60% 절감, 불필요한 VDOM 리렌더링 완전 차단 및 60fps 부드러운 대기 모션 유지.",작업대기,"src/views/BattleRoomView.tsx, src/services/RoomHeartbeatBinaryService.ts, src/components/DirectPingIndicator.ts"
SCR-06-29,PVP 대전 룸 & 매칭 (BattleRoomView),디자인,사용성,100dvh 세로 화면에서 '준비 완료(Ready)'와 '매칭 취소/퇴장' 버튼이 인접 배치되어 긴장 상태에서 실수로 퇴장하여 페널티를 받는 오작동 빈번.,"우측 하단 Thumb Zone에 초대형 펄스 READY 액션 버튼(60px) 고정하고, 퇴장 버튼은 상단 좌측 미니 백 버튼에 '1초 롱프레스 홀드' 안전장치를 적용하여 물리적 분리.","대전 룸 실수 퇴장율 98% 감소(오터치 제로화), 준비 완료 조작 시간 40% 단축 및 플레이어 심리적 안정감 제공.",작업대기,"src/views/BattleRoomView.tsx, src/components/SafeHoldExitButton.tsx, src/components/NeonReadyActionButton.tsx"
SCR-06-30,PVP 대전 룸 & 매칭 (BattleRoomView),기획,재미도파민,대전 룸에서 상대방과의 상호작용이 정적인 텍스트 정보에 그쳐 대전 개시 전 신경전이나 감정 표현의 재미가 전무함.,모바일 햅틱 연동 '3D 애니메이티드 감정표현 이모티콘 휠(Taunt & Cheer)' 시스템 도입 및 대전 룸 입장 시 출력되는 '전용 룸 입장 이펙트/사운드 스킨' 커스텀 상점 연동.,"대전 개시 전 유저 간 인터랙션 빈도 4배 증가, 대기 지루함 해소 및 룸 입장 연출/이모티콘 커스텀 아이템 결제 전환율 7.8% 달성.",작업대기,"src/views/BattleRoomView.tsx, src/components/LiveHapticEmoteWheel.tsx, src/services/RoomCustomizationService.ts"
SCR-07-28,인게임 전투 화면 (Combat Canvas / BattleView),개발,성능,광역 궁극기 및 다중 데미지 플로팅 텍스트(30개 이상) 동시 발생 시 Canvas 2D 텍스트 래스터화 병목으로 80ms 이상 메인 스레드 잼 및 30fps 이하 프레임 드랍 발생.,"플로팅 데미지 텍스트를 WebGL SDF(Signed Distance Field) 비트맵 폰트 기반 인스턴스드 쿼드 파이프라인으로 전환하고, 카메라 셰이크를 버텍스 셰이더 오프셋으로 단일 패스 처리.","대규모 광역 데미지 폭발 시 60fps 완전 방어, 텍스트 렌더링 CPU 점유율 85% 절감(42ms -> 5ms) 및 배터리 소모 20% 감소.",작업대기,"src/views/BattleView.tsx, src/engine/SDFDamageFontRenderer.ts, src/engine/CombatCameraSystem.ts"
SCR-07-29,인게임 전투 화면 (Combat Canvas / BattleView),디자인,사용성,100dvh 세로 화면에서 전투 배속(1x/2x/3x) 및 오토 토글 버튼이 상단 우측에 28px로 작게 배치되어 한 손 엄지 조작이 매우 어렵고 터치 미스 빈번.,하단 Thumb Zone 좌측에 반원형 '원터치 배속/오토 플로팅 조그 다이얼(52px 햅틱 휠)' 구축 및 스와이프 제스처(위로 쓸어올리면 3x 즉시 전환) 연동.,"배속/오토 전환 조작 시간 70% 단축(2.8초 -> 0.8초), 모바일 한 손 조작 만족도 94점 달성 및 오터치 제로화.",작업대기,"src/views/BattleView.tsx, src/components/CombatControlJogDial.tsx, src/components/AutoBattleHapticToggle.tsx"
