"타임스탬프","부서명","현재 작업명","작업 상태","작업 상세 내용 및 특이사항"
"2026. 8. 12 오전 7:13:57","개발","390px 모바일에서 PLAY 진입 후 첫 에피소드 안내의 Close를 누르면 모달이 즉시 사라졌다가 약 1.5초 뒤 1/3 안내가 자동으로 다시 열려 월드맵 조작을 막으므로, Close 선택 상태를 유지해 명시적으로 재개하기 전까지 안내가 재노출되지 않도록 수정해 주세요.","작업완료","[개발] 검증 및 작업완료 처리: 390px 모바일에서 PLAY 진입 후 첫 에피소드 안내의 Close를 누르면 모달이 즉시..."
"2026. 8. 12 오전 7:13:58","개발","모바일 390×844에서 튜토리얼을 건너뛰고 PLAY(/main) 전투에 진입하면 CORTANA.AI의 THREAT DETECTED 카드 Ability 값이 ""[object Object]""로 그대로 노출되므로, 능력 객체를 사용자용 능력명·설명으로 직렬화해 표시해 전투 판단 정보를 읽을 수 있게 수정한다.","작업완료","[개발] 작업 완료: 모바일 390×844에서 튜토리얼을 건너뛰고 PLAY(/main) 전투에... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:58","디자인","모바일(390×844) 공개 PLAY 카드 배틀에서 GAME RULES 안내를 열면 하단 고정 내비게이션이 모달의 GOT IT 버튼 영역과 같은 높이로 겹쳐 안내 하단이 끊겨 보이므로, 모달의 하단 여백·z-index 또는 내비게이션 처리 방식을 조정해 규칙 확인 버튼과 고정 메뉴가 겹치지 않게 표시해 주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일(390×844) 공개 PLAY 카드 배틀에서 GAME RULES 안내를 열면 하단 ..."
"2026. 8. 12 오전 7:13:58","기획","모바일(390×844) PLAY 진입 직후 에피소드 안내 모달이 자동 진행 중이라고 표시하면서 수동 선택을 위해 Auto를 끄라고 안내하지만 Auto 버튼은 모달 뒤에 가려져 있어 안내 단계에서 조작할 수 없으므로, 모달 안에 Auto 해제 조작을 제공하거나 먼저 닫아야 한다는 안내를 명확히 표시해 주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일(390×844) PLAY 진입 직후 에피소드 안내 모달이 자동 진행 중이라고 표시하..."
"2026. 8. 12 오전 7:13:59","디자인","모바일(390×844) PLAY 전투 화면에서 좌하단 주사위 플로팅 버튼과 우하단 채팅 버튼이 Cortana.AI 패널의 THREAT DETECTED 적 정보 및 전술 선택 영역 위를 덮어 내용을 가리므로, 고정 버튼 위치를 안전 영역으로 옮기거나 전투 정보 패널에 여백을 확보해 모든 정보와 조작을 가리지 않게 해 주세요.","작업완료","[디자인] 작업 완료: 모바일(390×844) PLAY 전투 화면에서 좌하단 주사위 플로팅 버튼... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:59","디자인","모바일 390×844 첫 홈 진입 시 시즌 공지 모달 위에 “PRESS THE PLAY BUTTON!” 튜토리얼이 동시에 쌓여 PLAY 버튼과 공지 확인·닫기 버튼이 모두 차단되므로, 오버레이를 순차 노출해 현재 안내에서 지시한 PLAY 동작 또는 공지 처리 중 하나를 즉시 수행할 수 있게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 390×844 첫 홈 진입 시 시즌 공지 모달 위에 “PRESS THE PLAY B..."
"2026. 8. 12 오전 7:14:00","디자인","390×844 모바일에서 PLAY 진입 후 첫 에코 안내를 Close로 닫으면 하단의 주사위·Auto·채팅 플로팅 버튼과 고정 하단 내비게이션이 Progress 영역의 01. Midnight Pursuers 설명 및 다음 조작 영역을 덮으므로, 진행 카드에 하단 여백을 확보해 내용과 조작부가 겹치지 않게 해주세요.","작업완료","[디자인] 작업 완료: 390×844 모바일에서 PLAY 진입 후 첫 에코 안내를 Close로 ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:00","개발","모바일(390×844) 공개 PLAY 월드맵에서 다수의 이동 타일 버튼이 모두 aria-label=""Move""로만 노출되어 보조기술 사용자가 목적지·이동 가능 여부를 구분할 수 없으므로, 각 타일에 목적지명과 상태를 포함한 고유 접근성 이름을 제공해 선택할 위치를 식별하고 조작할 수 있게 해주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일(390×844) 공개 PLAY 월드맵에서 다수의 이동 타일 버튼이 모두 aria-l..."
"2026. 8. 12 오전 7:14:00","개발","모바일(390×844)에서 튜토리얼 건너뛰기·공지 확인 후 PLAY에 진입해 표시되는 안내 모달의 Close를 눌러도 모달과 배경 딤이 사라지지 않아 RPG 조작을 막으므로, Close 클릭 시 안내를 즉시 종료하고 배경 입력을 복구하도록 수정해 주세요.","작업완료","[개발] 작업 완료: 모바일(390×844)에서 튜토리얼 건너뛰기·공지 확인 후 PLAY에 진... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:01","디자인","모바일(390×844) 공개 PLAY 카드 배틀 화면에서 하단의 주사위·채팅 플로팅 버튼이 CORTANA.AI 패널의 THREAT DETECTED 행을 덮어 Ability·LOCKED 정보를 가리므로, 패널 하단 여백 또는 플로팅 버튼 위치를 조정해 전투 정보가 가려지지 않게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일(390×844) 공개 PLAY 카드 배틀 화면에서 하단의 주사위·채팅 플로팅 버튼이..."
"2026. 8. 12 오전 7:14:01","기획","모바일 PLAY 최초 튜토리얼 2/3에서 “Auto progression is running… Turn it off”라고 안내하지만 Auto 버튼이 어두운 오버레이 뒤에 있어 클릭할 수 없으므로, 해당 단계에서는 Auto를 조작 가능하게 하거나 Continue 후에 안내를 표시해 실제 조작 순서와 일치시켜 주세요.","작업완료","[기획] 작업 완료: 모바일 PLAY 최초 튜토리얼 2/3에서 “Auto progression... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:02","개발","모바일(390×844)에서 홈 튜토리얼 건너뛰기·공지 확인 후 PLAY 진입한 뒤 RPG 안내 모달의 Continue를 클릭해도 1/3 화면과 Continue 버튼이 그대로 남아 다음 안내/플레이로 진행되지 않으므로, 클릭 시 다음 단계로 전환되도록 수정한다.","작업완료","[개발] 검증 및 작업완료 처리: 모바일(390×844)에서 홈 튜토리얼 건너뛰기·공지 확인 후 PLAY 진입한 뒤 RPG ..."
"2026. 8. 12 오전 7:14:02","기획","모바일(390×844)에서 튜토리얼을 건너뛰고 공지를 닫은 뒤 PLAY에 진입하면 1/3 안내가 “Auto progression is running…”이라고 표시되지만 진행은 Continue 버튼 클릭을 요구하므로, 실제 자동 진행 상태와 안내 문구를 일치시켜 사용자가 다음 행동을 명확히 알 수 있게 해주세요.","작업완료","[기획] 작업 완료: 모바일(390×844)에서 튜토리얼을 건너뛰고 공지를 닫은 뒤 PLAY에... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:02","기획","모바일 공개 플레이에서 튜토리얼을 건너뛴 뒤 전투 화면에 진입하면 ""AUTO BATTLE SYSTEM RUNNING"" 상태로 전투가 진행되는 동안 ""Screen Guide 1 / 3"" 모달이 보드와 전술 선택 영역을 가리므로, 가이드 표시 중에는 전투를 일시정지하거나 자동 진행을 시작하지 않아 사용자가 안내를 읽고 첫 조작을 선택할 수 있게 해주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일 공개 플레이에서 튜토리얼을 건너뛴 뒤 전투 화면에 진입하면 ""AUTO BATTLE ..."
"2026. 8. 12 오전 7:14:03","디자인","모바일 390px 폭에서 MISSION 탭 진입 시 상단 광고 문구와 SHOP 영역이 우측 사운드·메뉴 버튼 아래로 가려져 제목이 ‘SNSHero Official Goods Stor’로 잘리고 버튼이 보이지 않으므로, 헤더 요소와 광고 배너의 반응형 여백·줄바꿈을 조정해 광고 제목과 SHOP 행동을 가림 없이 표시해 주세요.","작업완료","[디자인] 작업 완료: 모바일 390px 폭에서 MISSION 탭 진입 시 상단 광고 문구와 S... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:03","개발","모바일(390×844) PLAY 메인 RPG 전투 화면에서 카드 상세의 Ability 값이 ""[object Object]""로 노출되므로, 재현 시 실제 스킬명·설명으로 직렬화해 표시하여 플레이어가 카드 능력을 확인할 수 있게 해주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일(390×844) PLAY 메인 RPG 전투 화면에서 카드 상세의 Ability 값이..."
"2026. 8. 12 오전 7:14:04","디자인","모바일 390px 폭에서 PLAY 메인 RPG 진입 후 하단 HOME·MY DECK·PLAY·MISSION·SHOP 내비게이션 아래에 큰 빈 흰 영역이 이어져 실제 화면 하단이 비어 보이므로, 뷰포트 높이에 맞춰 하단 내비게이션을 화면 끝에 고정하고 여백을 제거해 콘텐츠가 끊기지 않게 해주세요.","작업완료","[디자인] 작업 완료: 모바일 390px 폭에서 PLAY 메인 RPG 진입 후 하단 HOME·M... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:05","기획","모바일(390×844)에서 PLAY의 MISSION 탭을 열면 게임 선택 화면 위에 첫 방문 “Screen Guide”가 표시되지만, 안내는 현재 화면의 미니게임 선택과 무관하게 “stronger board로 battle을 끝내라”는 전투 목표만 설명하므로, 진입 화면에 맞는 게임 선택 안내로 교체하거나 실제 전투 진입 시점에 노출한다.","작업완료","[기획] 작업 완료: 모바일(390×844)에서 PLAY의 MISSION 탭을 열면 게임 선택... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:05","디자인","모바일 390×844에서 하단 MISSION 탭을 열면 MAP_SCANNER_V2의 우측·하단 AI 상대 이름/스탯 배지가 화면 밖으로 잘리고 하단 채팅·주사위 플로팅 버튼에 가려지므로, 안전영역을 반영해 맵 요소와 고정 버튼이 겹치지 않도록 배치하여 모든 상대 정보와 조작 대상을 읽고 선택할 수 있게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 390×844에서 하단 MISSION 탭을 열면 MAP_SCANNER_V2의 우측·..."
"2026. 8. 12 오전 7:14:04","디자인","모바일 PLAY의 「Midnight Pursuers」튜토리얼 1/3 오버레이에서 “Auto progression is running… Turn it off to choose manually.”라고 안내하지만 오버레이 안에는 Auto 해제 조작이 없고 배경의 Auto 버튼도 흐림 처리되어 있어, 안내 문구 옆에 Auto 해제 버튼을 제공하거나 해당 조작을 가능한 단계로 안내해 수동 선택 가능 상태를 명확히 표시해 주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 PLAY의 「Midnight Pursuers」튜토리얼 1/3 오버레이에서 “Auto..."
"2026. 8. 12 오전 7:14:06","디자인","모바일 390px 폭에서 튜토리얼을 건너뛰고 공지를 확인한 뒤 PLAY 탭에 진입하면 하단 HOME·MY DECK·PLAY·MISSION·SHOP 탭바 아래로 약 200px의 빈 흰 영역이 이어져 화면이 불필요하게 길어지므로, 탭바가 화면 하단을 채우고 빈 여백 없이 콘텐츠 높이를 맞춰 주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 390px 폭에서 튜토리얼을 건너뛰고 공지를 확인한 뒤 PLAY 탭에 진입하면 하단..."
"2026. 8. 12 오전 7:14:06","디자인","모바일(390×844)에서 공개 SHOP에 처음 진입하면 「Your first goal is to learn the pack loop」 Screen Guide 모달이 바로 아래 카드 팩의 1X DRAW·10X DRAW 버튼을 덮어 안내가 가리키는 구매 선택지를 확인할 수 없으므로, 안내 카드를 이동하거나 대상 영역을 스포트라이트로 노출해 설명과 팩 선택지를 동시에 확인할 수 있게 해주세요.","작업완료","[디자인] 작업 완료: 모바일(390×844)에서 공개 SHOP에 처음 진입하면 「Your fi... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:07","기획","모바일 390×844 PLAY 화면에서 인트로 모달이 “Auto progression is running. Turn it off to choose manually.”라고 수동 전환을 안내하지만 모달 안에는 Close·Continue만 있고 Auto 제어는 배경 하단에 가려져 있어 안내 단계에서 수동 선택 방법을 제공하도록 Auto 토글 또는 안내 문구를 모달에 배치해 주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일 390×844 PLAY 화면에서 인트로 모달이 “Auto progression is..."
"2026. 8. 12 오전 7:14:07","기획","모바일 390×844 PLAY 튜토리얼 1~3단계에서 “자동 진행을 끄고 수동 선택”하라고 안내하지만 Auto 제어가 모달 뒤에 가려져 조작할 수 있으므로, 안내 중 토글을 노출·활성화하거나 먼저 모달을 닫으라는 순서를 명확히 제공해 수동 선택 경로를 완성해 주세요.","작업완료","[기획] 작업 완료: 모바일 390×844 PLAY 튜토리얼 1~3단계에서 “자동 진행을 끄고... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:14:07","디자인","390px 모바일에서 PLAY 탭 진입 후 튜토리얼을 Close하면 하단 Progress 카드의 “Move to the next echo point.” 안내가 고정 하단 내비게이션과 좌우 플로팅 버튼에 가려지므로, 해당 카드에 안전 영역 여백을 적용해 안내와 조작 영역이 모두 가려지지 않게 수정해 주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 390px 모바일에서 PLAY 탭 진입 후 튜토리얼을 Close하면 하단 Progress ..."
"2026. 8. 12 오전 7:14:08","디자인","390×844 모바일에서 PLAY 튜토리얼을 완료한 뒤 메인 RPG 상단 광고의 상품명 「SNSHero Official Goods Store」가 우측 사운드·메뉴 고정 버튼 영역과 겹쳐 마지막 글자가 잘리므로, 광고 텍스트 영역을 버튼과 분리하거나 말줄임 처리를 적용해 전체 제목을 읽을 수 있게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 390×844 모바일에서 PLAY 튜토리얼을 완료한 뒤 메인 RPG 상단 광고의 상품명 「..."
"2026. 8. 12 오전 7:14:09","개발","모바일 공개 흐름에서 튜토리얼·공지 확인 후 PLAY 탭 진입 시 표시되는 “Auto progression is running” 안내의 Close 버튼을 클릭해도 모달과 안내 문구가 그대로 남으므로, Close 클릭 시 안내 오버레이가 즉시 닫히고 메인 RPG 조작 화면으로 복귀하도록 수정해 주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 공개 흐름에서 튜토리얼·공지 확인 후 PLAY 탭 진입 시 표시되는 “Auto pr..."
"2026. 8. 12 오전 7:14:10","기획","모바일(390×844) PLAY의 「Midnight Pursuers」 도입 안내에서 자동 진행 중임을 표시하면서도 Continue 버튼을 함께 제공해 진행 방식이 혼동되므로, 자동 진행 여부와 수동 Continue의 역할을 명확히 구분해 안내한다.","작업완료","[기획] 검증 및 작업완료 처리: 모바일(390×844) PLAY의 「Midnight Pursuers」 도입 안내에서 자동 ..."
"2026. 8. 12 오전 7:14:10","디자인","390px 모바일에서 MISSION GAMES 목록의 Tournament Battle·Dungeon Battle·Defense Battle·Shooting Battle 카드명이 말줄임표로 잘려 게임을 구분하기 어려우므로, 2열 카드에서도 전체 이름을 읽을 수 있도록 줄바꿈·글자 크기·카드 레이아웃을 조정해 주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 390px 모바일에서 MISSION GAMES 목록의 Tournament Battle·Du..."
"2026. 8. 12 오전 7:14:11","기획","모바일(390×844)에서 PLAY 탭 진입 후 튜토리얼 1/3 안내 모달이 떠 있는 동안에도 “Auto progression is running...”이라고 표시되지만 진행률은 0%로 유지되므로, 안내 모달을 닫거나 Continue로 진행하기 전에는 자동 진행 상태를 중지·명확히 안내하고 사용자 조작 후에만 진행되도록 수정한다.","작업완료","[기획] 검증 및 작업완료 처리: 모바일(390×844)에서 PLAY 탭 진입 후 튜토리얼 1/3 안내 모달이 떠 있는 동안..."
"2026. 8. 12 오전 7:14:12","기획","모바일 공개 PLAY에서 스토리 튜토리얼의 Continue를 끝까지 눌러 완료하면 다음 에코 포인트 진행 화면 대신 AFK PATROL REWARD의 Collect Exploration Loot 오버레이가 표시되어 RPG 진행을 가리므로, 튜토리얼 완료 후에는 PLAY 진행 화면을 유지하고 보상 팝업은 흐름을 방해하지 않게 처리해 주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일 공개 PLAY에서 스토리 튜토리얼의 Continue를 끝까지 눌러 완료하면 다음 에..."
"2026. 8. 12 오전 7:14:13","디자인","모바일 390×844에서 튜토리얼을 건너뛰고 PLAY 메인 RPG에 진입한 전체 페이지 캡처에서 하단 고정 내비게이션(약 y=780~844) 아래로 빈 흰 영역이 약 160px 더 이어져 불필요한 세로 스크롤 여백이 생기므로, 게임 화면의 문서 높이를 뷰포트에 맞춰 하단 내비게이션 뒤 빈 공간 없이 종료되도록 수정한다.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 390×844에서 튜토리얼을 건너뛰고 PLAY 메인 RPG에 진입한 전체 페이지 캡..."
"2026. 8. 12 오전 7:14:13","개발","모바일(390×844)에서 튜토리얼·공지 처리 후 PLAY 진입 시 스토리 안내의 Close를 클릭해도 팝업과 배경 흐림이 그대로 남아 월드맵 조작을 막으므로, Close 클릭 시 안내 오버레이가 즉시 닫혀 다음 에코 포인트를 조작할 수 있도록 수정한다.","작업완료","[개발] 검증 및 작업완료 처리: 모바일(390×844)에서 튜토리얼·공지 처리 후 PLAY 진입 시 스토리 안내의 Clos..."
"2026. 8. 12 오전 7:14:14","기획","모바일 PLAY 메인 RPG 진입 후 ‘Midnight Pursuers’ 튜토리얼 모달이 자동 진행 중임을 표시하면서 선택 조작을 안내하지만 모달 내에는 Auto 전환 조작이 없어 안내를 따른 수동 선택이 불가능하므로, 해당 단계에서 자동 진행 전환 버튼을 제공하거나 안내를 실제 가능한 조작으로 수정해 주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일 PLAY 메인 RPG 진입 후 ‘Midnight Pursuers’ 튜토리얼 모달이 ..."
"2026. 8. 12 오전 7:14:15","개발","모바일 390×844 공개 PLAY 화면에서 튜토리얼 1/3의 Close 버튼을 클릭해도 0.8초 후 모달과 배경 딤 처리, Close·Continue 버튼이 그대로 남아 메인 RPG 조작을 막으므로 Close 동작이 오버레이를 즉시 닫고 배경 플레이 UI를 사용할 수 있게 수정한다.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 390×844 공개 PLAY 화면에서 튜토리얼 1/3의 Close 버튼을 클릭해도 ..."
"2026. 8. 12 오전 7:14:16","개발","모바일(390×844)에서 PLAY의 Midnight Pursuers 안내를 Continue로 2회 진행해 자동 전투가 시작되면 THREAT DETECTED 카드의 능력 설명이 「Ability: [object Object]」로 노출되므로, 객체 대신 해당 카드의 사람이 읽을 수 있는 능력명·설명을 렌더링해 전투 판단이 가능하게 수정해 주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일(390×844)에서 PLAY의 Midnight Pursuers 안내를 Continu..."
"2026. 8. 12 오전 7:14:16","디자인","모바일(390×844)에서 MY DECK 진입 직후 Screen Guide 1/3가 ""Start with the five cards at the center of your deck""라고 안내하지만 중앙의 5개 카드 슬롯을 모달이 가려 확인할 수 없으므로, 대상 영역을 비차단 스포트라이트로 노출하거나 안내 카드를 이동해 설명과 대상 카드를 동시에 확인할 수 있게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일(390×844)에서 MY DECK 진입 직후 Screen Guide 1/3가 ""St..."
"2026. 8. 12 오전 7:14:17","개발","모바일 공개 PLAY 진입 후 1/3 튜토리얼 모달에서 Close 버튼을 클릭해도 모달과 배경 딤이 그대로 남아 게임 화면 조작을 막으므로, Close 동작이 모달을 닫고 배경 조작을 복구하도록 수정해 주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 공개 PLAY 진입 후 1/3 튜토리얼 모달에서 Close 버튼을 클릭해도 모달과 ..."
"2026. 8. 12 오전 7:14:18","디자인","모바일 390px 폭의 MISSION GAMES 목록에서 2열 카드의 모드명이 Tournament ..., Dungeon Bat..., Defense Bat..., Shooting Ba...처럼 반복 말줄임 처리되어 식별할 수 있으므로, 카드 폭·폰트·줄바꿈을 조정해 각 모드명을 온전히 읽을 수 있게 수정한다.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 390px 폭의 MISSION GAMES 목록에서 2열 카드의 모드명이 Tourna..."
"2026. 8. 12 오전 7:14:19","개발","모바일 390×844에서 PLAY 메인 RPG 전투 화면의 CORTANA.AI 패널에 THREAT DETECTED 카드(Aquaris)의 능력이 `Ability: [object Object]`로 렌더링되므로, 능력 객체를 사람이 읽을 수 있는 능력명·효과 텍스트로 변환해 표시해 주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 390×844에서 PLAY 메인 RPG 전투 화면의 CORTANA.AI 패널에 TH..."
"2026. 8. 12 오전 7:14:20","디자인","모바일 390×844에서 PLAY 탭 진입 후 튜토리얼을 닫으면 메인 RPG의 진행 카드 하단 액션 영역 위에 주사위·Auto·채팅 플로팅 버튼이 겹쳐 카드의 하단 버튼/내용이 가려지므로, 진행 액션을 하단 고정 컨트롤과 분리해 모든 조작과 문구가 가려지지 않게 배치해 주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 390×844에서 PLAY 탭 진입 후 튜토리얼을 닫으면 메인 RPG의 진행 카드 ..."
"2026. 8. 12 오전 7:14:20","개발","모바일 390×844 공개 PLAY 화면에서 상단 뒤로가기·소리·메뉴와 좌우 플로팅 아이콘 버튼이 접근성 이름 없이 빈 버튼으로 노출되어 스크린리더 사용자가 기능을 식별할 수 없으므로, 각 아이콘 버튼에 기능을 설명하는 aria-label을 제공해 주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 390×844 공개 PLAY 화면에서 상단 뒤로가기·소리·메뉴와 좌우 플로팅 아이콘..."
"2026. 8. 12 오전 7:14:21","기획","모바일 공개 PLAY에서 에피소드 튜토리얼(1~3/3) 모달이 열린 상태에는 배경의 Auto 버튼을 조작할 수 없는데도 “Turn it off to choose manually.”라고 안내하므로, 모달 내에 Auto 전환 동작을 제공하거나 해당 안내를 현재 가능한 Continue/Card Battle 흐름에 맞게 수정해 수동 선택 방법을 명확히 안내해 주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일 공개 PLAY에서 에피소드 튜토리얼(1~3/3) 모달이 열린 상태에는 배경의 Aut..."
"2026. 8. 12 오전 7:14:22","개발","모바일 390×844에서 튜토리얼·공지 처리 후 PLAY 진입 시 안내 팝업의 Close를 누르면 0.5초간 닫혔다가 약 1초 후 동일한 1/3 팝업이 다시 표시되므로, Close 선택을 세션 동안 유지해 자동 진행 중에도 팝업이 재노출되지 않게 수정해 주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 390×844에서 튜토리얼·공지 처리 후 PLAY 진입 시 안내 팝업의 Close를..."
"2026. 8. 12 오전 7:14:23","기획","모바일(390×844)에서 PLAY 탭 진입 후 자동 진행이 실행 중이라고 표시되지만 튜토리얼 모달이 화면 중앙을 가리고 사용자가 Continue를 눌러야만 다음 단계로 갈 수 있으므로, 자동 진행 안내와 실제 흐름을 일치시켜 자동으로 다음 안내로 넘어가거나 자동 진행이 대기 중임을 명확히 표시해 주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일(390×844)에서 PLAY 탭 진입 후 자동 진행이 실행 중이라고 표시되지만 튜토..."
"2026. 8. 12 오전 7:14:24","디자인","모바일 390×844에서 PLAY 탭 진입 직후 에피소드 안내 모달이 화면 중앙을 차지하고 배경의 진행 목표·Auto 제어를 모두 가려 처음 안내에 나온 수동 전환 조작을 확인할 수 없으므로, 안내 단계에서 해당 조작의 위치를 노출하거나 안내를 축소해 플레이 제어를 즉시 인지할 수 있게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 390×844에서 PLAY 탭 진입 직후 에피소드 안내 모달이 화면 중앙을 차지하고..."
"2026. 8. 12 오전 7:14:25","디자인","390×844 모바일에서 MISSION 탭의 Screen Guide를 Later로 닫으면 고정 하단 내비게이션이 일일 미션 목록의 진행도·보상 영역을 가려 첫 화면에서 내용을 읽거나 누를 수 없으므로, 콘텐츠 하단 여백 또는 내비게이션 회피 레이아웃을 적용해 모든 미션 행이 가려지지 않게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 390×844 모바일에서 MISSION 탭의 Screen Guide를 Later로 닫으면 ..."
"2026. 8. 12 오전 7:14:25","디자인","390px 모바일 PLAY 화면에서 퀘스트 패널의 “Move to the next echo point.” 안내 문구가 하단의 주사위·채팅 플로팅 버튼과 Auto 조작 영역에 가려지므로, 하단 고정 조작부와 콘텐츠의 여백·레이어를 조정해 퀘스트 안내와 조작 버튼이 모두 완전히 보이게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 390px 모바일 PLAY 화면에서 퀘스트 패널의 “Move to the next echo..."
"2026. 8. 12 오전 7:14:26","디자인","모바일 390×844 공개 PLAY 월드맵의 이동 칸 버튼이 실제 32×32px로 배치되어 손가락으로 인접 칸을 오탭하기 쉬우므로, 이동 칸의 터치 영역을 최소 44×44px로 확대하거나 칸 간 간격을 확보해 주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일 390×844 공개 PLAY 월드맵의 이동 칸 버튼이 실제 32×32px로 배치되어..."
"2026. 8. 12 오전 7:14:27","개발","모바일 390×844에서 튜토리얼을 건너뛰고 PLAY(/main) 전투에 진입하면 CORTANA.AI의 THREAT DETECTED 카드 Ability 값이 ""[object Object]""로 그대로 노출되므로, 능력 객체를 사용자용 능력명·설명으로 직렬화해 표시해 전투 판단 정보를 읽을 수 있게 수정한다.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 390×844에서 튜토리얼을 건너뛰고 PLAY(/main) 전투에 진입하면 CORT..."
"2026. 8. 12 오전 7:14:27","디자인","모바일(390×844) PLAY 전투 화면에서 좌하단 주사위 플로팅 버튼과 우하단 채팅 버튼이 Cortana.AI 패널의 THREAT DETECTED 적 정보 및 전술 선택 영역 위를 덮어 내용을 가리므로, 고정 버튼 위치를 안전 영역으로 옮기거나 전투 정보 패널에 여백을 확보해 모든 정보와 조작을 가리지 않게 해 주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 모바일(390×844) PLAY 전투 화면에서 좌하단 주사위 플로팅 버튼과 우하단 채팅 버..."
"2026. 8. 12 오전 7:14:28","디자인","390×844 모바일에서 PLAY 진입 후 첫 에코 안내를 Close로 닫으면 하단의 주사위·Auto·채팅 플로팅 버튼과 고정 하단 내비게이션이 Progress 영역의 01. Midnight Pursuers 설명 및 다음 조작 영역을 덮으므로, 진행 카드에 하단 여백을 확보해 내용과 조작부가 겹치지 않게 해주세요.","작업완료","[디자인] 검증 및 작업완료 처리: 390×844 모바일에서 PLAY 진입 후 첫 에코 안내를 Close로 닫으면 하단의 주사..."
"2026. 8. 12 오전 7:14:29","개발","모바일(390×844)에서 튜토리얼 건너뛰기·공지 확인 후 PLAY에 진입해 표시되는 안내 모달의 Close를 눌러도 모달과 배경 딤이 사라지지 않아 RPG 조작을 막으므로, Close 클릭 시 안내를 즉시 종료하고 배경 입력을 복구하도록 수정해 주세요.","작업완료","[개발] 검증 및 작업완료 처리: 모바일(390×844)에서 튜토리얼 건너뛰기·공지 확인 후 PLAY에 진입해 표시되는 안내..."
"2026. 8. 12 오전 7:14:30","기획","모바일 PLAY 최초 튜토리얼 2/3에서 “Auto progression is running… Turn it off”라고 안내하지만 Auto 버튼이 어두운 오버레이 뒤에 있어 클릭할 수 없으므로, 해당 단계에서는 Auto를 조작 가능하게 하거나 Continue 후에 안내를 표시해 실제 조작 순서와 일치시켜 주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일 PLAY 최초 튜토리얼 2/3에서 “Auto progression is runnin..."
"2026. 8. 12 오전 7:14:31","기획","모바일(390×844)에서 튜토리얼을 건너뛰고 공지를 닫은 뒤 PLAY에 진입하면 1/3 안내가 “Auto progression is running…”이라고 표시되지만 진행은 Continue 버튼 클릭을 요구하므로, 실제 자동 진행 상태와 안내 문구를 일치시켜 사용자가 다음 행동을 명확히 알 수 있게 해주세요.","작업완료","[기획] 검증 및 작업완료 처리: 모바일(390×844)에서 튜토리얼을 건너뛰고 공지를 닫은 뒤 PLAY에 진입하면 1/3 ..."
